tweet,class,words,polarity,emotion
 Les deseo a todos los estudiantes un felíz consejo sobre ayuda financiera y apoyo universitario.,Non-depressed,15,neutral,joy
 siempre quise interpretar a un personaje llamado glaxxon 5000 ahora finalmente puedo decir que mi carrera cinematográfica prosperará,Non-depressed,18,positive,joy
 me alegro mucho por mi amigo y cómplice robert smigel echa un vistazo a su última rebanada de dulce locura,Non-depressed,20,positive,joy
 me gustaría asegurarles a mis compañeros famosos que no tienen que postularse para gobernador,Non-depressed,14,neutral,others
 solo piense que todos estamos a solo unos miles de millones de dólares de host snl,Non-depressed,16,neutral,others
 Juro más que cualquier otro gurú de la autoayuda que he conocido escuchar sus pensamientos profundos y profanos.,Non-depressed,18,neutral,others
 Realmente espero que este sea el año en que podría perder un Oscar por Zoom,Non-depressed,15,negative,others
" Si alguien planea secuestrarme, me gustaría pedirle que lo haga lo suficientemente interesante para un podcast de 6 episodios.",Non-depressed,19,neutral,others
 Sería tan raro tener un presidente que no lleve su teléfono al baño.,Non-depressed,13,negative,others
"Oye, me encanta la vacuna, ¿has pensado en hacer un sándwich de pollo frito?",Non-depressed,14,neutral,others
 escucha a abbi jacobson descubrir que pagó una tarifa no reembolsable de 150000 para estar en mi podcast,Non-depressed,18,neutral,others
 Nunca imaginé que mi ex compañero de oficina en snl algún día se convertiría en una estrella de acción escucha mi asombro,Non-depressed,22,neutral,surprise
 para sus cumpleaños mis dos hijos quieren lo mismo mi palabra de honor que nunca haré un baile tiktok,Non-depressed,19,neutral,others
" solo toma un subgrupo de albóndigas comestibles, seré tan feliz ahora mismo",Non-depressed,12,positive,joy
" No sé cómo tomarán esto, jugadores, pero acabo de descubrir que el sonido que hace Yoshi en Mario es su apéndice estallado.",Non-depressed,22,neutral,others
la película king kong vs godzilla será mucho más emocionante que la precuela donde solo van a un abogado,Non-depressed,19,positive,others
" ahora que sé que la Dra. Jill Biden no es doctora, realmente me arrepiento de mostrarle mi sarpullido",Non-depressed,18,neutral,others
 los teólogos ahora creen que judas traicionó a cristo por una ps5,Non-depressed,12,negative,others
 no puedo esperar a que todo y su baño vuelvan a abrir,Non-depressed,12,neutral,others
 o simplemente tengo una agradable conversación con mi hermana o el mejor maldito algoritmo de llamadas automáticas de todos los tiempos,Non-depressed,21,positive,joy
" la tierra lunar será real, pero todos los orgasmos de los astronautas en la luna serán falsos",Non-depressed,17,neutral,others
 escucho e intercambio historias sobre lorne michaels escribo en snl y presento tarde en la noche,Non-depressed,16,neutral,others
 Una cosa que voy a extrañar de la pandemia es que finalmente se sintió normal comer comida para llevar en mi auto mientras lloraba,Non-depressed,24,negative,sadness
" wow, el cuero y el arnés de cualquier otra persona se sienten un poco más apretados en estos días",Non-depressed,19,neutral,others
 no lo llames bagel de todo si no viene con una foto autógrafa de kyle chandler,Non-depressed,16,neutral,others
 Es un honor ser incluido en el documental sobre la vida y el legado de Flannery Oconnor. Sintonice el estreno esta noche 87c.,Non-depressed,23,positive,joy
" una vez más, me encuentro en gran medida no afectado por el período de agencia libre de la nfls",Non-depressed,19,negative,others
 dentro de los 10 minutos de nuestra conversación cambiar el título de mi podcast y nombrar a los futuros niños escuchar ahora,Non-depressed,22,neutral,others
 el presidente biden acaba de anunciar que para fines de 2022 todos los adultos estadounidenses que quieran uno tendrán acceso a una playstation 5,Non-depressed,24,neutral,others
" cvs debe llevar una vacuna que proteja contra la recepción prolongada, tenga razón gente hola",Non-depressed,15,neutral,others
 el pájaro tendrá un despertar rudo en 4 meses cuando todos dejemos de llenar nuestros comederos,Non-depressed,16,negative,others
 Comenzaré a preocuparme de que Tom Cruise venga y pase el rato conmigo en el garaje sea un deepfake,Non-depressed,19,neutral,others
 recordar con las señoras de la oficina y en ese momento caí del techo de dunder mifflin al escritorio de dwights escucha ahora,Non-depressed,23,neutral,others
" cuando se trata de la familia real, siempre apoyo a la mujer que se casa con el jengibre",Non-depressed,18,positive,joy
 serán 8 meses para volver a comprar té de hierbas y recuerda que no me gusta,Non-depressed,16,neutral,others
 siempre me molesta que la banda tierra viento y fuego nunca incluyan el cuarto elemento magnesio,Non-depressed,16,negative,anger
Edición para jóvenes lectores de Conviértete en perfecto para niños de 10 años en adelante y adultos Nombre Conan Obrien Consigue tu copia,Non-depressed,23,positive,joy
 tener un vínculo explosivo con la comedia irlandesa de persona alta y trabajar con escuchar nuestra conversación,Non-depressed,17,neutral,others
 dunkin ha añadido tostadas de aguacate a su menú que enseñarán a los snobs de ihop,Non-depressed,16,neutral,others
 alguna vez entrar en una habitación y olvidar cuál es el propósito del hombre en la tierra ser,Non-depressed,18,neutral,others
 el cielo estará totalmente jodido si su máquina de niebla alguna vez se descompone,Non-depressed,14,negative,others
" si se basa en una historia real en la parte superior de su currículum, básicamente puede escribir lo que quiera",Non-depressed,20,neutral,others
" al final del juego final, el capitán américa usa la piedra del tiempo para ser elegible para la vacuna",Non-depressed,19,neutral,others
" De acuerdo, chico, finalmente cedo y compro acciones en Gamestop, deséenme suerte.",Non-depressed,12,neutral,others
 emiten tan poderosamente buenas vibraciones que la mayoría de los sistemas inmunológicos no pueden manejarlo escucha nuestra conversación,Non-depressed,18,positive,others
 lo primero que descubren las nasas perseverance rover será un final de serie mejor para dexter,Non-depressed,16,neutral,others
 no tengo idea de que toyotas rav4 sea la abreviatura de ravioli 4 hasta que abra la guantera,Non-depressed,18,neutral,others
" gracias a mi amigo por destacar a dr z, uno de los pioneros anónimos de la televisión nocturna",Non-depressed,18,positive,joy
 Estuve al teléfono toda la mañana ayer ordené flores y chocolates para nuestro ladrón del porche,Non-depressed,16,neutral,others
 espero llevar a mi esposa al comedor para el día de san valentín,Non-depressed,13,positive,joy
creo que wandavision se construirá lentamente para la gran revelación de que todavía no sé qué sucederá,Non-depressed,17,neutral,others
 buena suerte conocer a alguien en tinder con solo presidente ejecutivo de amazon bezos,Non-depressed,14,neutral,others
 tom brady ganó el super bowl a los 43 años hazme creer que podría ganar el super bowl hace 14 años,Non-depressed,21,neutral,others
 no me importa quien gane el super bowl siempre y cuando lo haga tom brady,Non-depressed,15,neutral,others
 Trump debería representarse a sí mismo en su juicio como solo lo hacen las personas sanas e inocentes.,Non-depressed,18,neutral,others
ahora es un buen momento para comenzar a acumular excusas para cuando tus amigos puedan hacer un programa de improvisación nuevamente,Non-depressed,21,neutral,others
 punxsutawney phil debe dar una orden de quedarse en casa más clara que la mayoría de los gobernadores,Non-depressed,18,neutral,others
 Será un placer hablar con una de mis personas favoritas y uno de los mejores actores de nuestro tiempo. Escuche nuestra conversación.,Non-depressed,22,positive,joy
acabo de recibir mi primera sesión de axeine que me protege contra los conductores de uber que usan demasiada colonia,Non-depressed,20,negative,others
" irónicamente, la aplicación del sheriff de nottingham debe permitir que la gente intercambie lo que quiera",Non-depressed,16,neutral,others
 si crees que es bueno ahora imagina la segunda mitad de la carrera de tom brady en la nfl,Non-depressed,19,neutral,others
 buenas noticias mi resolución de año nuevo acaba de morir en el senado,Non-depressed,13,neutral,joy
 antes de covid19 me encantaba que me metieran un limpiapipas en la nariz,Non-depressed,13,positive,others
 hoy recordaré a mi amigo larry king al recordar algunas de las muchas veces que nos hizo reír te extrañaremos larry,Non-depressed,21,positive,sadness
 mike birbiglia ser un pasante nocturno en 1997 lo que significa que puedo tomar el crédito por todo su éxito escuchar nuestra conversación,Non-depressed,23,neutral,others
 algo que esperar en los próximos años ver extraños multimillonarios jodiendo el espacio,Non-depressed,13,negative,others
" después de covid, las personas con parche en el alma aún deberían tener que usar una máscara",Non-depressed,17,neutral,others
 nunca me acostumbraré a tener una primera dama que no sea de eslovenia,Non-depressed,13,negative,others
 ven por las increíbles historias de michael jordan quédate para el cameo sorpresa escucha,Non-depressed,14,positive,joy
más humillante para trump que el juicio político cuando finalmente sale de la casa blanca en lugar de un helicóptero envía un alma kia,Non-depressed,24,negative,sadness
 este juicio político me da una última oportunidad de salvar mi reputación grita a rudy giuliani mientras mete frijoles horneados en su maletín,Non-depressed,23,negative,others
 samantha no regresará a sex and the city porque el personaje será ahora una congresista qanon de florida,Non-depressed,18,neutral,others
me encanta recordar con fred armisen todos esos años que pasé acosándolo en los pasillos de 30 rock escucha nuestra conversación,Non-depressed,21,neutral,joy
" gracias, arnold, esta es la declaración personal más poderosa y única que he escuchado de alguien sobre dónde estamos ahora como país",Non-depressed,22,positive,others
" Ahora, ¿qué se supone que debo hacer con mis 89 millones de seguidores parler?",Non-depressed,14,neutral,others
" feliz cumpleaños de dos semanas, jesús, nunca duele besar un pequeño trasero de deidad",Non-depressed,14,positive,joy
 emocionado por la semana de la moda 2021 no puedo esperar a ver qué usarán los recortes de cartón de este año,Non-depressed,22,negative,others
 ahora trump pide a georgia que encuentre una séptima temporada de schitts creek,Non-depressed,13,neutral,others
 Hablar con mi amigo sobre su legendario guardarropa inmaculado de snl pitch y su vida anterior como vendedor de extintores escuchar,Non-depressed,21,neutral,others
